2.00E-02	5.12E-01
1.67E-02	5.07E-01
1.25E-02	4.93E-01
1.00E-02	4.73E-01
7.14E-03	4.23E-01
5.00E-03	3.78E-01
3.33E-03	3.28E-01
2.50E-03	2.89E-01
2.00E-03	2.54E-01
1.67E-03	2.34E-01
1.00E-03	1.74E-01
